date,hour,title,category,source,url
2016-11-26,8,"Pakistan announces to join Ashgabat Agreement, Lapis Lazuli Corridor - Dunya News",geopolitical_global,Dunya News,https://news.google.com/rss/articles/CBMirAFBVV95cUxPNzZlZU4xV1hkZk5VcFp5MEVvVVNoYmU0ZzNGWkt1dDdYR2tVeVJGdEx3NTR6ZDR6MUQxbGhnaFNuenRnNFhRSGRkRExnU19uMDZiMmlQWDlRSnE0TGpDdFlvaVhwcWRmZWxRczhuQVNEZmRUSmZKWWI1d0VIaXY4S0ItVnUtQWZGYnV3YU5LdkpOUWRQM2FmMVV3NzROWmg1TFNlODhtdzlhRV9W?oc=5
2016-11-28,8,China-Pakistan Economic Corridor: Corridor Of Discontent – Analysis - Eurasia Review,geopolitical_global,Eurasia Review,https://news.google.com/rss/articles/CBMipwFBVV95cUxPeHEtQ2Q1U3BDbkdaOHQ1M1hRQWV3STlfU2huRWN1YmdWd3dEdXJCSzh4WERQR3BmLUdmeGlza2U3NmNBVE9XWFB6V1ZJNlppVEZvOV9iV3ZMa3E4OUFic2FuVUR4VVRvRkVzQXBWWGNtVThCc0k4ek53a3ZYd2NRZlQxYjU0ajI0X2piUVBvSkNZX1BhMUM0YjVYTHpfQVVRUHBkRVprVQ?oc=5
2016-12-05,8,"Turkey, Pakistan like 1 soul in 2 hearts: Punjab leader - Anadolu Ajansı",geopolitical_global,Anadolu Ajansı,https://news.google.com/rss/articles/CBMinwFBVV95cUxPN0RWOTlxdGtPaXNtTUl2eXR6RnBXU24zWmVnQ2F0SVZHVDdrMkdrZktBVzBsTU5CUjluc01JWmIyS2FOdmdFc01TbjNCYlpLN2ttcWpCMHZFVWtTbVNTdHBoOWtUR0s0SUR0TVQ1ZXdiLTVyaVJ1eC1zOFZpcl9jd1RGdDNNcU1PMC1QeXd4TTdmQmozdTE0MWhYX3ZDaGM?oc=5
2016-12-06,8,Pakistan pursuing policy of preferential trade over financial aid: Sartaj Aziz - Dunya News,geopolitical_global,Dunya News,https://news.google.com/rss/articles/CBMiugFBVV95cUxNTnN1ZThkUVhhM2xIajJpR3kxUnpCUGVLMlBSRjAyOWlMa2VGSm95WllldTFfOGxSd19yOFRFYkExLTFvcGctdkNuMWhJTHd6Ulk5OW5idkZqU3l1SkVxeE1jSDlnTDJKczR6OGtqVFNob01BQmRuTENhdnVueElLVjVtcmxVUVZETFg5TmpBamZ5dk5xOEkwMk1XNmlldUo2bnVkMWNxX0NPTExyMzBVczM4ZWljRjJQZmc?oc=5
2016-12-06,8,Russia-Pakistan Relations: The Bear At Gwadar? – Analysis - Eurasia Review,geopolitical_global,Eurasia Review,https://news.google.com/rss/articles/CBMimAFBVV95cUxQM2t4M0w0cGRKNWg5WkFQTktXZXBGVVpHSENTUnFVeGZsZVVUVGNJcXRCeHRfYmRHVGprN3JuU2gzaVBpdFNxLThHTXJXdm8wMTh3MlJQY1NfNjBtM2hpU0M4ejRqRUd3cFZiUURPNUMySlFoY2tuYmFKOXA3QldJRUVMTC1aenBxal85QTVjWkFqUDFxRjF3cQ?oc=5
2016-12-09,8,CPEC to promote economic integration in country: Chairman Board of Investment - Dunya News,geopolitical_global,Dunya News,https://news.google.com/rss/articles/CBMiuAFBVV95cUxPaVF4VXpBaVlYY2Q2TFdzUXVnRTF1QVpYaWJQd1Z0RFZ4SmwyLURiV1lnM2lEaGdNUC1Fa1p1NDRUT25VeGhET196Wi1QMDkyZ3VYbDZvN1RaNXNWc1lHRks0MVBpMGVvZHpURFNhSkdfaFk3RERROWhLdkhyMWl0Y2RRWlJvZEZtdkVadlJnNHYwVnFyWFFqU1Fsakt2VXpzM1BVZUZpVF9JWVBtSzFEWHAwYXBpU3JR?oc=5
2016-12-09,8,CPEC’s Gordian Knot: Gilgit Baltistan - South Asian Voices,geopolitical_global,South Asian Voices,https://news.google.com/rss/articles/CBMic0FVX3lxTFBqSVZob0w4LW12eDhzM0Z1Qng5M0NZMl93cDMwY1dDdE4tZ29YeVNQQ09KcDMzV0lsQlpubm4zT2M1VnpZR0ZkNkV5cWp3dDhxRXViNXB4bE9xeENTQnFqLWhWSmRiOHZDd28yak5WdUZGV1k?oc=5
2016-12-17,8,Russia supports China-Pakistan Economic Corridor project: Envoy - Dawn,geopolitical_global,Dawn,https://news.google.com/rss/articles/CBMinAFBVV95cUxObHN6dFI2aDVIcnRTODlGQkt1SFBqNVBHYjEwN01ESVRORlpPbzI0ZWExM0RKZ2FwNWVYelZ6Qkt5b3FmT1Viem9pWTB6UW1KdnU5N3dlTDlMZ2x0ZDl0VWRGRzlrMC1FM1pNTWxzcTNKTXV1aFhfN1N2UjItR0V5WWJidGw5bWhrajNvSTBaM1pQamlySWVXa28xUlDSAU5BVV95cUxOUU9hSldQTWpfdnp5N0tVUk5iWVB3SmhPc3V2TDRfXzRodXRzQ2xjNjM3Y0ctZ29tUExuUjZPalRhaXpYQ2RRTHNnUTZIelE?oc=5
2016-12-20,8,The China-Pakistan Economic Corridor (CPEC): Underway and Under Threat - Middle East Institute,geopolitical_global,Middle East Institute,https://news.google.com/rss/articles/CBMilwFBVV95cUxPM0hJMnBDTjB0ZXdwMlFnZG5Tcm5uLXpSLUhObWZmUFplUVFrN3dvbEQ0cWw1NkxfeUx3SEIyTDlmT2w2c2hRRWJlNzl6TWJQWUwzSDRCcE8yQUstXzFYNDVpUFFkbVRNZV9XNV9XcGlja0Q2Ym1UQmFrODllSDVkWHhNcmhjemdwY0ZmcEVuQWdubGJUUmtR?oc=5
2016-12-23,8,PSX sells 40pc stake to Chinese consortium - Dawn,psx_official_corporate,Dawn,https://news.google.com/rss/articles/CBMiR0FVX3lxTFAzRDhnVFlNdzRWZGhBN1VfWnJSY1VOVUc0SHhCRG9zaUtVU2NRa21MZllWbDh0WEVzdS1EUlhsWFdkaTBKeG9J0gFOQVVfeXFMTk5GWlhYOWNNYW1kY3VvUlBETzl1dlNoQkdjbnZheVJmUmVMczR5MGdYT3UtaXhQZnN4d2NQOXdXYzhuTl9CZWtxcFNraGF3?oc=5
2016-12-30,8,PSX emerges as Asia’s best-performing market in 2016 - The Express Tribune,psx_official_corporate,The Express Tribune,https://news.google.com/rss/articles/CBMikAFBVV95cUxPYnpjakdkRDRQUmdOYUo5M2thWnFfa0RyeFdsXzgxamkxb2Nkb2M2WEhibWhCLUR2N19hNGlrV1k1M3A4SGNncWpjYnhDWU94UUNJN0hqbzVDbTBKTTVNWDZYTVp6VnFzM2NIX3gyd2x2d0Z5RllKMTVYVno0SlRxOHBIajhCX0xRaHU4VkU4eHbSAZgBQVVfeXFMUEFIc2FDVGZrb0VUY2RwaVRjSUFkWFMtTVEybFFqSHltWTNEdkd2amdsVGpqbXJwMXhLZm53RDNYOHFSSUJJaXp3ZW1kX2pvTWxGc3dfWk9EZ1NhVm9veWV0T20xU0twSUE0dzd5QnJRNzFGVGV6MUZyOTZpcDBWMV9TYjM1V3NsWVpXNnNiak9Db0ZKalNBak4?oc=5
2017-01-02,8,SECP approves simplified regulatory framework for mutual funds distributors - Profit by Pakistan Today,psx_official_corporate,Profit by Pakistan Today,https://news.google.com/rss/articles/CBMiwAFBVV95cUxONVRQb2wwX0k3akIwNklFUGp3MGxuWkc5MEFoeUFEdGZRQzNIdEw4UFJyTFI2RVhfaEpjQjcxWXh0TUJNUXlZUUtKeEhyVzM5NUpwaFllS0cybWtBLUhXMHJKSDAxY0J0LWdkOXlSZlVUMVZTMjJNdi1kcWNmZkZLVG1xU0xSeGJ2V3VuYVo5SktvaW5KdkM3YklKTU5RQjdvLTBjVFBESDZ2MlQ1OTVkOVk3Y0pQbHRwYWNzdmdRczM?oc=5
2017-01-02,8,Mutual funds: SECP approves simplified rules for distributors - The Express Tribune,psx_official_corporate,The Express Tribune,https://news.google.com/rss/articles/CBMimAFBVV95cUxOV01meXZBVWlaNGFyU29HLUFpWXdhTHd1a0s2c3E3bXlMUGUxS0VmUG1KVjJ0VHdJMmFXcm1RVXdlbzhYanNib3RmWVhlQi16ZTZ4RmV6QVM1VU1Ucmc0UFFramw1bG9kWEM4T2hCczMtTlRQX1pJZFJjMzUweHpTUUJUU3V2Yk1KS0MxZTBoc0dvU25FaXBUQ9IBoAFBVV95cUxQUjZrNTJodXFFeG5haEVaS0FISkgzekQxSk4tMGVUTEtiSHM4ZEdMNEVBMHJUQ2xTN3cybjczSVpZcjYzNEhucy13Q25nR3FCSkVYRmVpU2dfLTg3MXlUNGt1R0pRcnkydVlYWHU1Nk9oc0Z1emoxdGNHRWdEVkQwVmsydzFmUWxsVHR1bVA4U0F3a3VGUGtqMF9QQno4YXNC?oc=5
2017-01-07,8,K-P govt shuts down one of Lucky Cement’s Pezu plant - The Express Tribune,psx_official_corporate,The Express Tribune,https://news.google.com/rss/articles/CBMihwFBVV95cUxPTlZHVk1mUWhPZjdhTm9MNGE5VmRaNDQ3QVNvdGU3TDdSbXFySHktVV8zVnAyNzQyTDAyd2JuYzhNLWYzR2xKYk4yUWNKS19VYW44b3NLdFpERjJmM2txcnBWQU9wYzJmNzE0amlkaVM1WVAxb1ZjbXdjcnBpd19iTWxBbVBsTTjSAY8BQVVfeXFMTmNjUHdFYUoxeU56U19lTHhVbDJTX2t4eWU4SGY1MnVIYk05OWxIUDRYY0pZUVlpbkpCWmhXcGlkT0ZQeFhyNHJ3eldRbjB4bFJSNzN0TFZJVG5sTlpHUlprcHJiYXBpNHJBRXVCdy14OVBpTnAyTjNyQVhpTjBCOU1UZm9ITzU5TlhJUHBlX0k?oc=5
2017-01-15,8,Pakistan deploys new patrol boats to Gwadar - quwa.org,geopolitical_global,quwa.org,https://news.google.com/rss/articles/CBMifEFVX3lxTE5zckdhdVlHVkd0Y1dsUTExbEJDd040dUlEejVkOXhOamg3YV9UZFMzaUFmRk10ZlU5WU9kczVXOVNNaXNvZmp1UlpheWp1RTVCdEt3Zi1TTUtQRXhRQXNDOXdUa3Axc05XZUpGdzNlUXotNWc2VzBncmJfSDg?oc=5
2017-01-16,8,Where Does Pakistan Fit in Russia’s South Asia Strategy? - Carnegie Endowment for International Peace,geopolitical_global,Carnegie Endowment for International Peace,https://news.google.com/rss/articles/CBMinwFBVV95cUxQVUhaTGxoSnNWQ3EteERiSWFqT3VZUXVpR1p1R0ZoZW5yZXM4WmY5Q2hiSVpFdHRxdHF6Z3hGLXVhWWJackFQMHMtTGF1S2RZdnVSWnJxQjJBdVkzSVRNRk1Od0xhbmhPZnVwZVVlYklvbWd2eWc3WmkteUFCMERoa1B1ZGRZajJiRjYyU042MkdaalBMMWk2UmRMVTRGbEU?oc=5
2017-01-17,8,17 predictions for Pakistan’s economy in 2017 - The Express Tribune,geopolitical_global,The Express Tribune,https://news.google.com/rss/articles/CBMif0FVX3lxTE1KdDZGRl9kbU5tUDZJSTNYWHVNdVFkMUFrZFhFSzg5WjhZRVBlRVBqUDhObmd6WXFKOGlCaW1hNzBoRlNGY3g4aFM1MW1RZHpneWg5ckxRUVhtb0pjYXN6clJXemFpNWM2dlo0R09pQm1BMzZvR3pIcTBRQjZtTzjSAYcBQVVfeXFMT0tMSGZNanZyMVYzamVYSHA5V2VNdEVSbmVGclhNbzlkMDhYWjJRZElWUlRvN0JFVk1JWWRsS3VPUHVCM3Y3NF9qT2RMNFZadHJaZEp3TERNUDNtcTB4ODM0UlBONC1DZHNGcUw5WnFqOHlhRFFPekUxcnZEcU5OZmpPcUdrVl9R?oc=5
2017-01-24,8,"Pakistan Stock Exchange tests 50,000 barrier in intraday trading - Dawn",geopolitical_global,Dawn,https://news.google.com/rss/articles/CBMiR0FVX3lxTE5zaDJyWmxrbUwyeFYwcFBDc1V2Z1lrYkFhU0JlQWVpcDRvb001T3ZqbnlwdEpoYkdrcTh4QnN1U0xzMzVqLWZv0gFOQVVfeXFMTTBTZXFpVlF5bXk0VExRc0kzeXhxV3F0V0tSRnM5ZWg1Sm82NEs4Wmh4cFlEc0N2bHRSYlZnVXVJWVBGdTFkeVI4cjZVaTZB?oc=5
2017-01-25,8,Work on Bhasha and Mohmand dams to commence in 2017: minister - Profit by Pakistan Today,geopolitical_global,Profit by Pakistan Today,https://news.google.com/rss/articles/CBMirAFBVV95cUxOelJocVM0dHYzSWJoanM3Zm9VQUotR2xMcllpaGdJbDM4M3EzdEVKM3RJXzAxWTdxV1VoQmlHQ1hOQVJEb3RvTVFlcjBzc2dpTVRIMFpuRllhVTljaVB1MUNsOGU1UXpreU9DU0FJWkhwV2xjMG1KLVEzVDB4Y0MzRGNiU3I2MWxxakxtS2J3MFB5M2FyNEI3M1VwcjBtdXhFRVhCa0x5bzRNeXh6?oc=5
2017-01-26,8,"Pakistan Stock Exchange crosses 50,000 points barrier - Profit by Pakistan Today",psx_official_corporate,Profit by Pakistan Today,https://news.google.com/rss/articles/CBMiogFBVV95cUxNM0FkOVBvVklhU0IzeGY1MnpKMy1TUjRoTXJseklyeVF4ekdYeExGYVhyZXFGdVFsWXQtNHN2Z2Q5NmlUY0ZhbUcyRXBaTHBLcHpzazFGSjBRWUlpaGdzeE8yVmZZR05lRTh0YkZqRUVITmxTb18yUGJMYnotTXlwdWR5NmJPYlllRzNqRWJhLUxjTi1yWTN4bXJTY3NjemsxaHc?oc=5
2017-01-27,8,"PSX closes above 50,000 for first time; market cap hits record Rs10tr - Dawn",geopolitical_global,Dawn,https://news.google.com/rss/articles/CBMiR0FVX3lxTE1vN0xnc1hPekduNjNfWjZSazV4UXVWbkJzaS1jNnRaWDR6Rm9UYmhxek1vckYwclYxSmNFeE1uMVdjbzhvUl9r0gFOQVVfeXFMTWkyWnc1cm00bWloVjVhMGgxREh6S19sMGQ3ZDZobnNTVzN5bDBJN2lqRjE1Ul80S3Z0RkE3TDdIRmtkRGFub0FORzItYmhn?oc=5
2017-01-28,8,Durand Line saga - The Nation (Pakistan ),geopolitical_global,The Nation (Pakistan ),https://news.google.com/rss/articles/CBMiZEFVX3lxTE5Obm1NY09vTXR3YkhOTWZnOGFxQ0NzUF9PNDhWYko1WjRkQXFmangzNWQ2UkRFYjV0SlltZHJDVllkUFlFS01ycElGSzZaOE13dnJDVFlvcllTa0VkenlYRG5raE4?oc=5
2017-01-30,8,"Market watch: KSE-100 takes battering, plunges below 49,000 - The Express Tribune",psx_official_corporate,The Express Tribune,https://news.google.com/rss/articles/CBMiigFBVV95cUxOZkpfcTNNMF9JWEhBTkVDRnYtb2cxVHlKN0ZBRjR5OUhSbGRYRjFzQnpqV0VjY0YybGxBZVFGOTNHR1FhTVZ0M2w0RmpvcmpwUGpYNXMtODhwSEs2M3d4T1BhTEVtZTgxblR5bTE0b2tQRVRyTjIzdGpiWXpRSzR5VEVCSzZhU0hybFHSAZIBQVVfeXFMTk02WDFQNWZDMzlpd1FwNUxPMVd5eV9LQWppUjdfV0tKX0VSS2ZaY1dMdHpPNWtPRFFkbGJQQVhtdWJpanNyOGFMY2EteWhKTUFIcTN3V3liamh6cFpDOWtHcy16ZEdBRHlCSjRldGNpNTU1YXN5Q3pCZ3RaYWh6NG5CNFh4eUZIVE5HTFZJaS0wRXc?oc=5
2017-01-31,8,Pakistan and China: Don’t Fear Chabahar Port - The Diplomat – Asia-Pacific,geopolitical_global,The Diplomat – Asia-Pacific,https://news.google.com/rss/articles/CBMigAFBVV95cUxOamRVY2Jkb25qcmZ6czBENEMxRGxXbGQyNnE1ZnVqajUtQkNQalJhNml2TFk0d1ZFTGpuZTg2S2d3MlBSZzNaeGh1RmN1LUg2SUJMazlfbUE1WXJUeTFidWtCUVFuZnJnMFU4UVoyNXpYaWdvUHI3bk9URC1VWXR5Rg?oc=5
2017-02-02,8,Chinese directors to join PSX board by February 10 - The News International,psx_official_corporate,The News International,https://news.google.com/rss/articles/CBMilAFBVV95cUxQNjVWR0xuc0JQU3VQOVJJZTU5V0pwS1Z3aE1QaEdUUnpQNTA2em1FNk9NeVBfX19UdUZub29QWjN0UmZnNDJUSUd2N1E1UFFkdk1fdW5wd1N0Z1p5MUI3UVcxV2hrM1VSUzZvNVRTX0xuQlVnZDZSYll5QTR1NDgyN2F2VGFKb0lxdnpsWlNzUFkzREEt0gGSAUFVX3lxTE9mSFNCaDBWM1c1UEdPUlB0TXNhSmRDRk0tc0tyQkMxelZidE5PY0ZTSU9GaW8xY0ZVZTFTWDFGdmlocTloY081NGJsdzEzVGNwR1ppZFNOWjFtekRUUjNNdUdXYmxtcEx4UksydmRMYXZxT0oxU0tjajV4alpoSE05Rl9lUlpqanMxbWlHc1dQTjlR?oc=5
2017-02-02,8,Daewoo to become Pakistan’s first bus service listing on stock exchange - The Express Tribune,psx_official_corporate,The Express Tribune,https://news.google.com/rss/articles/CBMirwFBVV95cUxQTkMtMHhTRnFmbFg2QkF6RlkzMVcxbVZSNlU2NHQ3aVVsYmt6cWJOVTI5UjMxVnhfQnZEUXlpVmdLUm84VFFZZDBOWTdKZXN5VGJjdC1PTURNUXRTWGo3X2R2bTAyLUZCMWZib0tMcDB3amVjU0NlU084OFlLRkRLV2dMTUw3aExwa0l1VmoxMUVjUXhNbXdCcHBoSmRVZ29EN0Q5UmppaVR1WjM0TlFN?oc=5
2017-02-03,8,Daewoo bus service company soon to be listed on stock exchange - Profit by Pakistan Today,psx_official_corporate,Profit by Pakistan Today,https://news.google.com/rss/articles/CBMirwFBVV95cUxNdnBub2Q2S0VzREI5SFpDdTJNRDBUZFR0VS03U2poQ3hYaTh3RUh4Q04tZ2djRTdadklRbVZLaVUybGFTX2l2c0hibWhYbERoX19oQ19DZjVPSWdZOUFReFdlblNNSzZSNVhhaUZsSWRJbTNLYUltWGdKakV5SmZEcFFuUnNYNGNvWTFXWFdmb2pUT2lKSkxwSFlJazBCUkYtRjRpaFhWUEpzYW4zSzNZ?oc=5
2017-02-08,8,Broker flees with investors’ assets; SECP seizes record - Dawn,psx_official_corporate,Dawn,https://news.google.com/rss/articles/CBMiR0FVX3lxTE5qSUs0VUQwbVhtNi1fZE1UcUVxQzNTLXhKV0tLT3hBZDM0ZGFnR0U4ODlHcnNsMHEzVjc4dkpEV3ZMMkNxeXpF0gFOQVVfeXFMT2E1LVQzZHFQSXMyNmJZenhGTGhpQ2h3WTF2V1NFWng1RHFYTXV5ZHFSZWotVjU3WHg3ejBlTndBd0JoZko4QmJxREtWRGN3?oc=5
2017-02-08,8,"Corporate result: Engro Fertilizers posts profit of Rs9.3b, down 37% - The Express Tribune",psx_official_corporate,The Express Tribune,https://news.google.com/rss/articles/CBMimgFBVV95cUxNYVVKcDlLUVVBREFfUjVhUHA0bnVJMHN5NFBYMlp2VkhUbVo1M2FZdDdTaUtwWUt6bnBSSWNwRmNnLWROSm5Ebm5jTGQzQ2xyYm01N0FoelhOZGNZZnhwMXNaWGFjM05ETmstWVNjYmlCc2FPSlE4c3NfZjBVWFQtZkRWdXhxWHhJdnE0N25KYTNyU3NiemNsT09n0gGiAUFVX3lxTE5RUEJPTjdacW1xcVJ3VG9aM3Z5QVBKMmUzZG1lQnRZTU9WVFNzS0U4QWJDQnI4RzhjVUQxa2drS3h2dEtoRUZWUVVXT2d3YVF2OHFySEJ0QlBTcFZoSG1qTnlvYjNNZW1wV2tQaElRUzNybkdwcE1mSjY4d05LWXk5U3ZOZURoUGlrcmoxYWdkc1FwSlJQaWtmcGpmQkdkR3BNZw?oc=5
2017-02-09,8,"PSX rocked by Rs7bn scam, authorities vow decisive action - Dawn",psx_official_corporate,Dawn,https://news.google.com/rss/articles/CBMiR0FVX3lxTE9sM2RLWERLWW9MdXh1bEV1VkQxMmVhYzJNR19Oai04RTNoZXBuQjVsY0VCaUhaSlhiUzdGVXZ0SUlaamQtZEdV0gFOQVVfeXFMT3ZxVEFweHhlblFfM3pNcXpJUnNiWTREU01PWkZNTjNwOHd3S1lDUUw2TmJOOWJPTHBqbHBfcU9meWtKS0lScVdDbS1wcEVR?oc=5
2017-02-16,8,"Market watch: Stocks bounce back, KSE-100 climbs 374 points - The Express Tribune",psx_official_corporate,The Express Tribune,https://news.google.com/rss/articles/CBMimgFBVV95cUxOQ0xuMDJQU2Rscy04Q0lQWFliMDhnQW5ldTQyQ1lhbWR4Q2E1Q0NtX1NzWTN0QURIRG43S3o1MGdXbUR2bTE4ZnZqdmRpRERLaUVacUpPMXhwd2hRRjFhTlVhU29uUnB0bVl3QnVZVGZ2THdHWTBNWlJXZ0tUR1RvRWY0RGR5bmpqUEpxVVlEMzY4a2JyaVp1azR30gGiAUFVX3lxTE1USUFDRTc0WmpzVnJVdTJRMFJmRUZYdTlYenN3Wms1dGxfbzFfU2I2M09vdWdmSnNVTzBzVkZoYm1SeEtqQVJZQ1RBR1VJemM0ckwzTnpyeHdNaDdJU0thTkpKWGZINVlsMlA0cWVOMDA3SFREdFAzcThld1hObE1xaGZTZ25oMXAzbFFaUnp2bHJHZU1ROUFfRjd4TU9mVjBEdw?oc=5
2017-02-16,8,China-Pakistan Economic Corridor : An insight - Daily Times,geopolitical_global,Daily Times,https://news.google.com/rss/articles/CBMiggFBVV95cUxQZ3JQbW9VSU53UUxNVkMwcmZBZGY0VmZhb3NTUWV4UzhkTTFvWExDQldSQ29NZmNCWEZJSGdPWTlQV3dfU3NLNnJ3cE53aFdYbXU1US1TbmN3SzBSdEFiM0EzWTR0SEEtY1M4N1NsVklORnZWRVR2TEhTdnAydnk1cWR3?oc=5
2017-02-19,8,Chaos follows Pakistan-Afghanistan border closure - Al Jazeera,geopolitical_global,Al Jazeera,https://news.google.com/rss/articles/CBMilAFBVV95cUxOeHNodXc4dlE0b1BPSGljLWZXUTFPa3pJVmlWT2VVWjZmMUV0UjMxRWkxRHVCaVFlaDFUWDFJVjZfZS12U0lqWTdRcVdISUxTTWdtSXNQVy00RTNoQjdTWVNjYVJXZ2dtNGZQbm5qc3J0RjZBNHQwQTFjV29yRmZHQWhVQURSWG05SWs3dXpVN01RY2pn0gGaAUFVX3lxTE5haURTUGI4TGtNVjRXVklOU081cW5BcFdKTXEyWWI3T0s1bkJoTVVqU2g5Ty1falRkajZEQXhZc3Z2eFJ4Qng1TDNRZV9iS3RJb2FpdnRHT2JDTENBZko5SDZWQWF3ZWJtaGRzRkhKSFJmSGZ0YzVKVk80SnVFT2J0NDliVVplWDFKRVU5MnIxY2dNd2JvSExDOWc?oc=5
2017-02-21,8,NAB initiates inquiry against two brokerage houses - Profit by Pakistan Today,psx_official_corporate,Profit by Pakistan Today,https://news.google.com/rss/articles/CBMinwFBVV95cUxNQmh0dWhSMHpUVnllQmlVSzdkU1N5OHY1WERGMEhpU0xyNWw0VkpvVlM5cW92d2NJamtwR3JGeXJpRE1GVXdTYTJ0YXRwenR3T3ppaGVYdFV4NGpuZk9ZRzFGV1AtSTM3dEN5V1hYRVRzVElYNHRwbFIwU0MycWtkdXBzMmRDckRuWkFGUVcyQ3M3STlmbDlMT0kybjVjMHc?oc=5
2017-02-24,8,Tajikistan to join Pakistan road link bypassing Afghanistan - The Express Tribune,geopolitical_global,The Express Tribune,https://news.google.com/rss/articles/CBMimAFBVV95cUxOWkw4bFFPbl9ScVNZTTFQV1BzaHhnU2VBYTVXZFhWR3dXWjRjRlowSTIyenJvYm1uTnhYcHZ0VEVTMmc1VWg4VC1BZEFFLXJXa2ZMLUFTRlFwMW11TmRYN3R2bDhJZEJCb3VRQWotSG9fSUgxUzhJRHVWdnlMNzlUc3FwMjl3R3NjRVRaODFHLTI1dGYyR19qVNIBoAFBVV95cUxPVFFzM0NFRHlpWVA0UjltbEJDVmQ2SlZYTFk0a3NBNWExRGk5SjladmVPQ3hzT2lVR3ViNks3MzZtb2p1UHpoVWdlS3NQODZFWjRTQkJyUU5jWGV4ZkJUOU94eFFDUzkxU2tFSGJKT0V1QTF5eWdUNTFzMkZpSFJlX1UwNWR1d1RVelREazNBUVlhU3dWRGFNZ0lQbVN3WkJ0?oc=5
2017-02-24,8,SECP chief vows to deal fraudulent brokerage houses with iron hand - The Nation (Pakistan ),psx_official_corporate,The Nation (Pakistan ),https://news.google.com/rss/articles/CBMipwFBVV95cUxPZnJQdW5KTHdIUW5EdGs1aUIzVE5JaFdqTDFaVVVnMXEySmttSWc1U01PNUNNZlEzb3lVR2VPTURxcTl6N2lIOTFkRUs4d1NXalFaSDZMZzJDd3J2Z2tnaVgxMkZMNWpZd2dfbk9YeDl5MGNwdWhUUGZuMFRselVXRTFZMmxLU0QwMjQxcFU3ejROc29oaTlFa05rNGdPMUZqQ0dkbllVYw?oc=5
2017-02-28,8,"Closed Pakistan-Afghan Border Causes Pain, Trade Losses - VOA - Voice of America English News",geopolitical_global,VOA - Voice of America English News,https://news.google.com/rss/articles/CBMimAFBVV95cUxQeWp1Zlo3bjV6TFlBeWlTUy1wU2ItTlhBR2FZVGVIWkFpY3d6MlNIVFlidDY3dzZoTHRuSU1fQmFEaDRYOU56ZDY0NGdjOHkyeUp0Z1BMOWk0QWJvTlJVSzFhaUp5cVNfem14dF9TZWJSaWlaRUM2Z1FSTzNMSXJwcW9fRWxqUEMtTmVBWWhBQ3FEV2V5MF9OVtIBmwFBVV95cUxNTUN3OXF0OWk5d3BIMlowaW9sSjU5UUtpZXVSVGxBMHRmSEVFS012QmRVMnBRVWIxcFQyVEtMTFpjS3B5bnlDeGMyaVdFZ2dOTWNyc3c2U3NJSGxCU3FXaFpxam5nblpjTVJISWUxMlIydVpZNUpQaEJqOG1XRDlHQ1NIcXVOZDRVb08xcVZfYVZzbm5pMklyTmdpUQ?oc=5
2017-02-28,8,A bad first day at PSX for Roshan Packages Limited - Profit by Pakistan Today,psx_official_corporate,Profit by Pakistan Today,https://news.google.com/rss/articles/CBMinwFBVV95cUxOQlR4MG5EeUk0UVF2VFM5TVFBZGJzMGdGcEJXRnRoY3lTNkFrcFJpU0VZM2VFbDR6a1c0bHJoRWZLTWZLR05sX2luWG8xSHJ2ZlN2SFF2LVI5M2lfRWx2UFZPd2syVE42T1N6RGRkZWlUVUdTbWdLd2w0cm5OeThyU0lfbnJNaDJISDRrcGVUSDZ1Q3FnaExLUWRfcnVYT0E?oc=5
2017-03-02,8,Ittefaq Iron Industries to be listed on PSX soon - Profit by Pakistan Today,psx_official_corporate,Profit by Pakistan Today,https://news.google.com/rss/articles/CBMinAFBVV95cUxPNnF5ZkpocU53aF8ydms2b0hTcldLYXF5RFRuVThWaC1YT2NCeF9Eb1BaOTVRSG54TF90WXNXMDJOWmQ0QTVUdjRNRDZfeWdxNnQ3MWYwWjBick5laTVBdnhPMUpMRWpFemFmUXVkWl9QQmFrWTd6YW9UcEVvYlBlNUNuWVZnWlFwazN3aDg0VFpkZzIxR3MwSTVETFY?oc=5
2017-03-02,8,"KSE-100 Index Creates History by Crossing 50,000 Points - PakWired",geopolitical_global,PakWired,https://news.google.com/rss/articles/CBMiggFBVV95cUxOZkxlS29aSklyWHlfTmtGRDgySjZ4MFNCVi1Ya085UVJ4WlJPeEpZR19BQmpKUHRGM2dHczRXTVB1cWxad29NVG1raVBKOFlHN1NtdENlMHhXbzRZTTFtbWdfaTRERnVwb1JZeGE5a1hzandJYlU2YTVrdFpvamNtRlZn0gGHAUFVX3lxTE5OX2NRcnhSWDZDQkN0bzVVMUZwMlFXNUZ4MVZUZXVOMEFwNGRJVXNvSjJVcE9kWDVLOFdzYXVGTmJxcVVIS29PVnZCdjU5NkhTRXVNclBBUWF2V1VtWHRCa1NPRGFpYTZtdGR6OEZOTUlVY0dwQnUtdzNnejN6X1Z3Ym5BNzg1SQ?oc=5
